DeveloperName,RERA_Number,ProjectName,ConstructionStatus,PropertyType,Location,PossessionDate,IsGatedCommunity,TotalUnits,AreaSizeAcres,Configurations,MinSizeSqft,MaxSizeSqft,PricePerSqft,PricePerSqftOTP,Longitude/Latitude,ProjectDocumentsLink,Source,BuilderContactInfo,ListingType,LoanApprovedBanks,NearbyLocations,RemarksComments,Amenities,FAQ,Commission,CPOnboardStatus,CPOnboardStatusComments,POCNumber,AvailabilityWithSS,No.of parkings for respective configurations,Open Space (x%),Grand Entrance lobby for each block (Yes/No),"Faces (East, West, North)",Smart home features (Yes/No),Gas connection type (Central/Individual),Construction material (Concrete/Brick type),Ground Vehicle Movement (Yes/No/Partial)
Hallmark Builders,P01100004115,Hallmark 5A,RTM,Villa,"Velimala, West Hyderabad, Hyderabad",3/1/2024,TRUE,67,5.35,"1BHK , 2BHK , 3BHK",1012,3500,11000,,"17.480150, 78.237860",https://drive.google.com/file/d/16CXqd0NXjkebieFn-MtCMM1GtKzF_tz6/view?usp=drive_link,"Housing , Square Yards",,,,,,"• Amphitheater
• Garbage Disposal
• Vastu Compliant
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• Community Buildings
• Car Parking
• Closed Car Parking
• 24X7 Water Supply
• Senior Citizen Siteout
• Street Lighting
• Gated Community
• Party Lawn
• Sewage Treatment Plant
• Recreation Facilities
• Solid Waste Management And Disposal
• 24x7 CCTV Surveillance
• Open Car Parking
• Community Hall
• Paved Compound
• Storm Water Drains
• Internal Roads & Footpaths
• Rain Water Harvesting
• Energy management
• Electrical meter Room
• Power Backup","Q:What is the rera registration number of the project?
A:The project is registered on RERA and RERA ID for the project is P01100004115.

Q:Does the project have a hall for community use?
A:Yes, Community hall is there.",,,,,,,,,,,,,
Tirupathi Reddy Nagam,P02400004917,Vision Spark,RTM,Plot,"Kondurg, Hyderabad",6/1/2023,,126,9.99,Plot,1476,4716,,,"17.085776, 78.038728",,"Housing , Square Yards",,,,,,"• Recreation Facilities
• Street Lighting
• Solid Waste Management And Disposal
• Storm Water Drains
• Internal Roads & Footpaths
• Water Conservation, Rain water Harvesting
• Sewage Treatment","Q:By what percentage have the rates appreciated in the locality over the years?
A:Prices in Kondurg has increased by % in last 1 year

Q:Is this a purely residential area?
A:Yes",,,,,,,,,,,,,
DRR Aims Properties,P02400005147,DRR Happy Divine Nest,RTM,Plot,"Chegur, West Hyderabad, Hyderabad",8/1/2025,FALSE,145,11.69,Plot,1091,8970,2220,,"17.182222, 78.233092",,"Square Yards , Housing",,,,,,"• 24X7 Water Supply
• Solid Waste Management And Disposal
• Storm Water Drains
• Landscaping & Tree Planting
• Internal Roads & Footpaths
• Water Conservation, Rain water Harvesting
• Electrical meter Room
• Fire Fighting System
• Sewage Treatment","Q:Has the area seen appreciation over the years and by what rate?
A:Prices in Mallapur has increased by % in last 1 year

Q:Is it a residential development alone?
A:Yes, this is purely a residential project",,,,,,,,,,,,,
Laxmi Reddy Kavadapu,P02400003131,Kb Meadows,UC,Plot,"Nallavelly, Yacharam, South Hyderabad, Hyderabad",9/1/2022,FALSE,221,23.33,Plot,1356,4091,,,"17.045277, 78.660219",,"Housing , Square Yards",,,,,,"• 24X7 Water Supply
• Recreation Facilities
• Internal Roads & Footpaths
• Energy management
• Electrical meter Room","Q:Has the area seen appreciation over the years and by what rate?
A:Prices in Yacharam has increased by % in last 1 year

Q:Does the project have RERA registration and number?
A:The project is registered on RERA and RERA ID for the project is P02400003131.",,,,,,,,,,,,,
Sophists Technologies Private Limited,"P02200003567,P02200006128",Sophists Myra,UC,Apartment,"Kompally, North Hyderabad, Hyderabad",8/1/2027,TRUE,,,"2BHK , 3BHK",1200,2095,5400,,"17.546919, 78.479976",https://drive.google.com/file/d/1_iHkKhWBGq5RIH6owN6kLNkT3b97GrUq/view?usp=drive_link,Housing,,,,,,"• Children's Play Area
• Cricket Pitch
• Skating Rink
• Swimming Pool
• Open Gym
• Lift(s)
• Badminton Court
• 24x7 CCTV Surveillance
• Gymnasium
• Car Parking
• 24X7 Water Supply
• Jogging Track
• Basketball Court
• Gated Community
• Indoor Games
• 24x7 Security
• Power Backup
• Club House","Q:What are the average rental rate in the area?
A:Locality price has appreciated by 4.66% in last 1 year

Q:Do we have electricity backup during power cut?
A:Yes",,,,,,,,,,,,,
Sri Nidhi Constructions,P02200003124,Indraprastha Residency,UC,Apartment,"Bachupally, North Hyderabad, Hyderabad",1/1/2024,FALSE,156,1.46,"2BHK , 3BHK",1150,1520,5600,,"17.546268, 78.372726",https://drive.google.com/file/d/1CMTxONYEbvo8SKLjaR-SxxrcKmYy4ajK/view?usp=drive_link,Housing,,,,,,"• Children's Play Area
• Partial Power Backup
• Car Parking
• Yoga / Meditation Area
• Jogging Track
• Swimming Pool
• Banquet Hall
• Rain Water Harvesting
• Table Tennis
• 24x7 Security
• Club House","Q:Is it a residential development alone?
A:Yes, this is purely a residential project

Q:Does the project have RERA registration and number?
A:The project is registered on RERA and RERA ID for the project is P02200003124.",,,,,,,,,,,,,
DSR Infrastructure PVT LTD,P02400005205,DSR Park Ridge,UC,Apartment,"Nallagandla Gachibowli, North Hyderabad, Hyderabad",9/1/2028,,232,2,"2BHK , 3BHK",1290,2210,8250,,"17.472313, 78.303993",https://drive.google.com/file/d/1-jn0ndWwpmpJPjlvo6fg6IkLzRCl3SR0/view?usp=drive_link,"Housing , Square Yards",,,,,,"• Community Buildings
• Closed Car Parking
• 24X7 Water Supply
• Recreation Facilities
• Street Lighting
• Storm Water Drains
• Landscaping & Tree Planting
• Internal Roads & Footpaths
• Water Conservation, Rain water Harvesting
• Electrical meter Room
• Sewage Treatment Plant","Q:How much has the price appreciation has the project seen over the years since it's launch?
A:Project price has appreciated by 2.84% in last 1 year

Q:Does the project have parking space?
A:Yes, Parking facility is provided in DSR Park Ridge",,,,,,,,,,,,,
Cluster Grove Constructions,P02200003040,Cluster Chidhvilasam,UC,Apartment,"Annojiguda, Ghatkesar, East Hyderabad, Hyderabad",2/1/2027,,180,3.03,"2BHK , 3BHK",1367,1877,4800,,"17.439289, 78.663947",,"Housing , Square Yards",,,,,,"• Community Buildings
• 24X7 Water Supply
• Recreation Facilities
• Fire Sprinklers
• Internal Roads & Footpaths
• Water Conservation, Rain water Harvesting
• Footpaths/Pedestrian
• Electrical meter Room","Q:By what percentage have the rates appreciated in the locality over the years?
A:Prices in Ghatkesar has increased by -0.9% in last 1 year

Q:Is the project having a registered RERA number?
A:The project is registered on RERA and RERA ID for the project is P02200003040.",,,,,,,,,,,,,
Mallikarjuna Hospitality Private Limited,P02200004841,Mallikarjuna Keesara Gutta Facing County,UC,Plot,"Keesara Daira, Secunderabad Price on Request Contact Developer",6/1/2025,FALSE,251,20.27,Plot,1350,4770,,,"17.524345, 78.660706",,"Housing , Square Yards",,,,,,"• 24X7 Water Supply
• Street Lighting
• Internal Roads & Footpaths
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• Footpaths/Pedestrian
• Sewage Treatment Plant","Q:Is this a purely residential area?
A:Yes",,,,,,,,,,,,,
Sri Siddi Vinayaka Developers And DDL Property Developers,P02400004812,Star City,RTM,Plot,"Farooqnagar, Shadnagar, Hyderabad",6/1/2024,,677,46.6,Plot,1314,2202,2205,,"17.077454, 78.194270",https://drive.google.com/file/d/1yDSNMJ9kHi3W1X6hlwuv_9pFhIbSomjT/view?usp=drive_link,"Square Yards , Housing",,,,,,"• Street Lighting
• Recreation Facilities
• Internal Roads & Footpaths
• Water Conservation,","Q:Is this a purely residential area?
A:Yes

Q:By what percentage have the rates appreciated in the locality over the years?
A:Prices in Shadnagar has increased by -0.19% in last 1 year",,,,,,,,,,,,,
Magnarise Infratech Private Limited,P02400004793,Magnarise Srinivasam,RTM,Plot,"Kadthal, South Hyderabad, Hyderabad",12/1/2023,FALSE,239,18.44,Plot,1353,6106,,,"16.986751, 78.498683",,"Housing , Square Yards",,,,,,"• 24X7 Water Supply
• Internal Roads & Footpaths
• Water Conservation, Rain water Harvesting
• Footpaths/Pedestrian
• Electrical meter Room","Q:Is it a residential development alone?
A:Yes, this is purely a residential project

Q:Has the project seen appreciation in price value?
A:Project price has appreciated by 30.22% in last 1 year",,,,,,,,,,,,,
Bhoomireddy Kumar Reddy,P02400005164,Bhoomireddy Kumar Reddy,RTM,Plot,"Adibatla, South Hyderabad, Hyderabad",7/1/2025,TRUE,155,10.27,Plot,1350,3186,,,"17.238315, 78.611455",https://drive.google.com/file/d/16eC1uHZIQnJIjBfHCTQfZNd_fQM8cvna/view?usp=drive_link,"Housing , Square Yards",,,,,,"• Children's Play Area
• Recreation Facilities
• Reflexology Park
• Vastu Compliant
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• RO Water System
• 24x7 CCTV Surveillance
• 24X7 Water Supply
• Street Lighting
• Gated Community
• Cycling & Jogging Track
• Storm Water Drains
• Internal Roads & Footpaths
• Rain Water Harvesting
• Electrical meter Room
• 24x7 Security
• Sewage Treatment Plant","Q:Is this a purely residential area?
A:Yes",,,,,,,,,,,,,
Siri Sampada Homes,P02400004504,Siri Sampada Sapta Varna,RTM,Plot,"Farooqnagar, Solipur, Shadnagar, Hyderabad",4/1/2025,FALSE,276,29.67,Plot,128,908,26000,,"17.038268, 78.199948",https://drive.google.com/file/d/1NCdDcyqIYaB97fLwEUtS31hDqz09Mmnk/view?usp=drive_link,"Housing , Square Yards",,,,,,"• Recreation Facilities
• Street Lighting
• Paved Compound
• Internal Roads & Footpaths
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• Sewage Treatment Plant
• Power Backup","Q:Is it a residential development alone?
A:Yes, this is purely a residential project

Q:Do we have electricity backup during power cut?
A:Yes",,,,,,,,,,,,,
APR Group,P02200003132,APR Vaarahi Praveens Hynora,RTM,Villa,"Gagillapur, North Hyderabad, Hyderabad",2/1/2024,,,11.46,,2010,2770,6200,,"17.614381, 78.394768",https://drive.google.com/file/d/1sAVsq0-rFhhKRlHvFulT2JIsrOT6Athe/view?usp=drive_link,Housing,,,,,,"• Internet / Wi-Fi
• Swimming Pool
• Landscaping & Tree Planting
• Table Tennis
• Footpaths/Pedestrian
• Gymnasium
• Fire Fighting System
• Car Parking
• 24X7 Water Supply
• Jogging Track
• Street Lighting
• Indoor Games
• Shopping Mall
• Sewage Treatment Plant
• Club House
• Children's Play Area
• Partial Power Backup
• Lift(s)
• Badminton Court
• 24x7 CCTV Surveillance
• Multipurpose Hall
• Basketball Court
• Banquet Hall
• Rain Water Harvesting
• 24x7 Security
• Power Backup","Q] What is the starting price of APR Vaarahi Praveens Hynora?
A] The price of APR Vaarahi Praveens Hynora starts from Rs. 1.39 Cr.",,,,,,,,,,,,,
Ashraya Associates,P02400003207,KVR Ashraya Awas,UC,Apartment,"Ward No. 3, Block No 1, Gowtham Nagar, Bahadurguda, Kothapet, South Hyderabad, Hyderabad",4/1/2027,TRUE,115,1.24,"2BHK , 3BHK",1124,2106,5900,,"17.349103, 78.540345",https://drive.google.com/file/d/18zEc4RYEEldnqtty6SMrcacVv0W9GYta/view?usp=drive_link,"Housing , Square Yards",,,,,,"• Reading Lounge
• Landscaping & Tree Planting
• Gymnasium
• Fire Fighting System
• Car Parking
• 24X7 Water Supply
• Jogging Track
• Gated Community
• Indoor Games
• Sewage Treatment Plant
• Club House
• Intercom
• Children's Play Area
• Partial Power Backup
• Yoga / Meditation Area
• Recreation Facilities
• Lift(s)
• 24x7 CCTV Surveillance
• Multipurpose Hall
• Banquet Hall
• Library
• Rain Water Harvesting
• Electrical meter Room
• 24x7 Security
• Power Backup","Q:Is the project having a registered RERA number?
A:The project is registered on RERA and RERA ID for the project is P02400003207.

Q:Is there parking facility for the residents of the building?
A:Yes",,,,,,,,,,,,,
Sunshine Developers,P02400004666,Sunshine Vihaan,UC,Apartment,"Alkapur Township, Manikonda, Hyderabad",10/1/2025,TRUE,167,2,2BHK,1222,1227,7200,,"17.387448, 78.372421",https://drive.google.com/file/d/1OMOQHi50WnjduQs9iz_tnzodIPTQ9M2I/view?usp=drive_link,Housing,,,,,,"• Children's Play Area
• Yoga / Meditation Area
• Cricket Pitch
• Swimming Pool
• Fountains
• Vastu Compliant
• Party Hall
• Landscaping & Tree Planting
• Badminton Court
• Water Conservation, Rain water Harvesting
• 24x7 CCTV Surveillance
• Gymnasium
• 24X7 Water Supply
• Gated Community
• Indoor Games
• Storm Water Drains
• Banquet Hall
• Rain Water Harvesting
• Party Lawn
• Electrical meter Room
• 24x7 Security
• Sewage Treatment Plant
• Club House
• Intercom","Q:How much has the price appreciation has the project seen over the years since it's launch?
A:Project price has appreciated by 1.43% in last 1 year

Q:Is there a gym in the project?
A:Yes, there is a Gym in the society",,,,,,,,,,,,,
Vetran Properties Private Limited,P02400004386,Vetran Mathrushree Avenues,RTM,Plot,"Abdullapurmet, Injapur, South Hyderabad, Hyderabad",12/1/2026,FALSE,170,19.42,Plot,1503,10548,,,"17.305236, 78.585940",,"Housing , Square Yards",,,,,,"• 24X7 Water Supply
• Street Lighting
• Recreation Facilities
• Internal Roads & Footpaths
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• Electrical meter Room
• Sewage Treatment Plant","Q:Is it a residential development alone?
A:Yes, this is purely a residential project

Q:Does the project have RERA registration and number?
A:The project is registered on RERA and RERA ID for the project is P02400004386.",,,,,,,,,,,,,
Aashvi Vijetha LLP,P02200004749,Aashvi Urban Habitat,UC,Apartment,"Puttulaguda, Nagole, Uppal Kalan, East Hyderabad, Uppal Kalan",3/1/2028,TRUE,238,2.66,"2BHK , 3BHK",1345,2200,6000,,"17.371933, 78.578562",https://drive.google.com/file/d/1XgKgT3ogQ8mc8W1GJ1B7xBN0mbSHqMch/view?usp=drive_link,"Housing , Square Yards",,,,,,"• Children's Play Area
• Spa
• Solid Waste Management And Disposal
• Vastu Compliant
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• Footpaths/Pedestrian
• Fire Fighting System
• Gymnasium
• Community Buildings
• Closed Car Parking
• 24X7 Water Supply
• Street Lighting
• Senior Citizen Siteout
• Gated Community
• Storm Water Drains
• Open Parking
• Internal Roads & Footpaths
• Energy management
• Electrical meter Room
• Club House","Q:Is this a purely residential area?
A:Yes

Q:Is parking available?
A:Yes, Parking facility is provided in Aashvi Urban Habitat",,,,,,,,,,,,,
Parav Infra Projects,P02400004009,Parav Swabhoomi,UC,Plot,"Abdullapurmet, Gowraipally, East Hyderabad, Hyderabad",12/1/2024,FALSE,152,14.52,Plot,1827,4563,,,"17.371916, 78.664843",,"Housing , Square Yards",,,,,,"• 24X7 Water Supply
• Street Lighting
• Solid Waste Management And Disposal
• Storm Water Drains
• Landscaping & Tree Planting
• Internal Roads & Footpaths
• Water Conservation, Rain water Harvesting
• Electrical meter Room
• Sewage Treatment","Q:What is the rera registration number of the project?
A:The project is registered on RERA and RERA ID for the project is P02400004009.",,,,,,,,,,,,,
Pride Infra Developers,P02200004802,Pride Palmyra Tower,UC,Apartment,"Jeedimetla, North Hyderabad, Hyderabad",6/1/2028,,162,2.02,"2BHK , 3BHK",1055,1871,5300,,"17.508969, 78.467368",,"Housing , Square Yards",,,,,,"• Closed Car Parking
• 24X7 Water Supply
• Sub-Station
• Storm Water Drains
• Receiving Station
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• Electrical meter Room
• Sewage Treatment","Q:What are the rental rates in the area?
A:Locality price has appreciated by 9.41% in last 1 year

Q:Is there parking facility for the residents of the building?
A:Yes, Parking facility is provided in Pride Palmyra Tower",,,,,,,,,,,,,
Fortune Infra Developers,P02400004972,Fortune Celestial,RTM,Plot,"Talakondapalle, Bangaliguda, Hyderabad",4/1/2024,,145,13.06,Plot,1197,3303,1280,,"16.889576, 78.427013",,"Housing , Square Yards",,,,,,"• Children's Play Area
• Entrance Lobby
• Garbage Disposal
• Solid Waste Management And Disposal
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• Fire Fighting System
• 24X7 Water Supply
• Street Lighting
• Paved Compound
• Storm Water Drains
• Internal Roads & Footpaths
• Rain Water Harvesting
• Electrical meter Room
• 24x7 Security
• Sewage Treatment Plant","Q:Is this a purely residential area?
A:Yes",,,,,,,,,,,,,
Sai Sanjana Developers,P02000003420,Sai Sanjana Colony,RTM,Plot,"Yadadri Bhuvanagiri, West Hyderabad, Hyderabad",11/1/2023,,244,16.22,Plot,1406,3486,,,"17.415302, 78.435564",,"Housing , Square Yards",,,,,,"• 24X7 Water Supply
• Storm Water Drains
• Internal Roads & Footpaths
• Water Conservation, Rain water Harvesting
• Footpaths/Pedestrian
• Electrical meter Room","Q:Is the project having a registered RERA number?
A:The project is registered on RERA and RERA ID for the project is P02000003420.",,,,,,,,,,,,,
Rudra Mahathae Brindavan,P02400005042,Rudra Mahathae Brindavan,RTM,Plot,"Shadnagar, Hyderabad",,FALSE,94,7.11,Plot,1323,2970,1058,,"17.023635, 78.184881",,Square Yards,,,,,,"• Power Backup
• 24*7 Water Supply
• 24 x 7 Security
• Large Green Area",,,,,,,,,,,,,,
Fortune Infra Developers,P02400005114,Fortune Majestic,RTM,Plot,"Kadthal, South Hyderabad, Hyderabad",,FALSE,94,10.95,Plot,2282,6835,,,"16.961469, 78.492212",,"Housing , Square Yards",,,,,,"• 24X7 Water Supply
• Storm Water Drains
• Internal Roads & Footpaths
• Footpaths/Pedestrian","Q:Is this a purely residential area?
A:Yes

Q:How much has the project appreciated over the years?
A:Project price has appreciated by 15.04% in last 1 year",,,,,,,,,,,,,
